"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2007",313139,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2008",198660,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2009",130931,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2010",117473,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2011",114183,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2012",104428,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2013",77876,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2014",68454,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2015",63840,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2016",63129,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2017",61532,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2018",57820,
"ITA","IMMIGINFLOW","FREEMOVS","NBR","A","2019",59171,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2003",2907,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2004",3131,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2005",5282,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2006",6358,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2007",7726,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2008",10019,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2009",9573,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2010",4303,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2011",7155,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2012",22030,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2013",14395,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2014",20580,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2015",29615,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2016",35405,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2017",31795,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2018",30665,
"ITA","IMMIGINFLOW","HUMNTRN","NBR","A","2019",18375,
"ITA","IMMIGINFLOW","OTH","NBR","A","2003",3577,
"ITA","IMMIGINFLOW","OTH","NBR","A","2004",3579,
"ITA","IMMIGINFLOW","OTH","NBR","A","2005",3763,
"ITA","IMMIGINFLOW","OTH","NBR","A","2006",4119,
"ITA","IMMIGINFLOW","OTH","NBR","A","2007",4401,
"ITA","IMMIGINFLOW","OTH","NBR","A","2008",4175,
"ITA","IMMIGINFLOW","OTH","NBR","A","2009",4690,
"ITA","IMMIGINFLOW","OTH","NBR","A","2010",4855,
"ITA","IMMIGINFLOW","OTH","NBR","A","2011",4839,
"ITA","IMMIGINFLOW","OTH","NBR","A","2012",4867,
"ITA","IMMIGINFLOW","OTH","NBR","A","2013",4918,
"ITA","IMMIGINFLOW","OTH","NBR","A","2014",5236,
"ITA","IMMIGINFLOW","OTH","NBR","A","2015",5045,
"ITA","IMMIGINFLOW","OTH","NBR","A","2016",5340,
"ITA","IMMIGINFLOW","OTH","NBR","A","2017",5228,
"ITA","IMMIGINFLOW","OTH","NBR","A","2018",5032,
"ITA","IMMIGINFLOW","OTH","NBR","A","2019",5164,
"ITA","IMMIGINFLOW","WORK","NBR","A","2003",19500,
"ITA","IMMIGINFLOW","WORK","NBR","A","2004",32000,
"ITA","IMMIGINFLOW","WORK","NBR","A","2005",53860.844,
"ITA","IMMIGINFLOW","WORK","NBR","A","2006",52178,
"ITA","IMMIGINFLOW","WORK","NBR","A","2007",150098,
"ITA","IMMIGINFLOW","WORK","NBR","A","2008",145091,
"ITA","IMMIGINFLOW","WORK","NBR","A","2009",130028,
"ITA","IMMIGINFLOW","WORK","NBR","A","2010",134249,
"ITA","IMMIGINFLOW","WORK","NBR","A","2011",104138,
"ITA","IMMIGINFLOW","WORK","NBR","A","2012",57027,
"ITA","IMMIGINFLOW","WORK","NBR","A","2013",73139,
"ITA","IMMIGINFLOW","WORK","NBR","A","2014",48493,
"ITA","IMMIGINFLOW","WORK","NBR","A","2015",13800,
"ITA","IMMIGINFLOW","WORK","NBR","A","2016",5869,
"ITA","IMMIGINFLOW","WORK","NBR","A","2017",4816,
"ITA","IMMIGINFLOW","WORK","NBR","A","2018",8260,
"ITA","IMMIGINFLOW","WORK","NBR","A","2019",6890,
"JPN","IMMIGINFLOW","FAM","NBR","A","1995",0,
"JPN","IMMIGINFLOW","FAM","NBR","A","1996",0,
"JPN","IMMIGINFLOW","FAM","NBR","A","1997",0,
"JPN","IMMIGINFLOW","FAM","NBR","A","1998",34729,
"JPN","IMMIGINFLOW","FAM","NBR","A","1999",36504,
"JPN","IMMIGINFLOW","FAM","NBR","A","2000",43374.345,
"JPN","IMMIGINFLOW","FAM","NBR","A","2001",36811.85,
"JPN","IMMIGINFLOW","FAM","NBR","A","2002",28516.681,
"JPN","IMMIGINFLOW","FAM","NBR","A","2003",30925.426,
"JPN","IMMIGINFLOW","FAM","NBR","A","2004",31250.457,
"JPN","IMMIGINFLOW","FAM","NBR","A","2005",33510.448,
"JPN","IMMIGINFLOW","FAM","NBR","A","2006",38098,
"JPN","IMMIGINFLOW","FAM","NBR","A","2007",38918,
"JPN","IMMIGINFLOW","FAM","NBR","A","2008",35434,
"JPN","IMMIGINFLOW","FAM","NBR","A","2009",27546,
"JPN","IMMIGINFLOW","FAM","NBR","A","2010",21858,
"JPN","IMMIGINFLOW","FAM","NBR","A","2011",21983,
"JPN","IMMIGINFLOW","FAM","NBR","A","2012",24286,
"JPN","IMMIGINFLOW","FAM","NBR","A","2013",20639,
"JPN","IMMIGINFLOW","FAM","NBR","A","2014",22457,
"JPN","IMMIGINFLOW","FAM","NBR","A","2015",26097,
"JPN","IMMIGINFLOW","FAM","NBR","A","2016",29508,
"JPN","IMMIGINFLOW","FAM","NBR","A","2017",29855,
"JPN","IMMIGINFLOW","FAM","NBR","A","2018",31873,
"JPN","IMMIGINFLOW","FAM","NBR","A","2019",36099.744,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1995",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1996",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1997",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1998",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","1999",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"JPN","IMMIGINFLOW","FAMWORKR","NBR","A","2017",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","1995",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","1996",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","1997",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","1998",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","1999",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","2001",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","2002",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","2003",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","2004",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","2005",0,
"JPN","IMMIGINFLOW","FREEMOVS","NBR","A","2006",0,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","1995",0,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","1996",0,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","1997",0,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","1998",190,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","1999",218,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2000",193,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2001",224,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2002",198,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2003",172,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2004",168,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2005",231,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2006",87,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2007",129,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2008",417,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2009",531,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2010",429,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2011",287,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2012",130,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2013",175,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2014",144,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2015",125,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2016",143,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2017",94,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2018",104,
"JPN","IMMIGINFLOW","HUMNTRN","NBR","A","2019",101,
"JPN","IMMIGINFLOW","OTH","NBR","A","1995",0,
"JPN","IMMIGINFLOW","OTH","NBR","A","1996",0,
"JPN","IMMIGINFLOW","OTH","NBR","A","1997",0,
"JPN","IMMIGINFLOW","OTH","NBR","A","1998",21311,
"JPN","IMMIGINFLOW","OTH","NBR","A","1999",27565,
"JPN","IMMIGINFLOW","OTH","NBR","A","2000",46770,
"JPN","IMMIGINFLOW","OTH","NBR","A","2001",34811,
"JPN","IMMIGINFLOW","OTH","NBR","A","2002",29702,
"JPN","IMMIGINFLOW","OTH","NBR","A","2003",40935,
"JPN","IMMIGINFLOW","OTH","NBR","A","2004",44378,
"JPN","IMMIGINFLOW","OTH","NBR","A","2005",44359,
"JPN","IMMIGINFLOW","OTH","NBR","A","2006",37274,
"JPN","IMMIGINFLOW","OTH","NBR","A","2007",34585,
"JPN","IMMIGINFLOW","OTH","NBR","A","2008",28228,
"JPN","IMMIGINFLOW","OTH","NBR","A","2009",14058,
"JPN","IMMIGINFLOW","OTH","NBR","A","2010",14108,
"JPN","IMMIGINFLOW","OTH","NBR","A","2011",14403,
"JPN","IMMIGINFLOW","OTH","NBR","A","2012",15051,
"JPN","IMMIGINFLOW","OTH","NBR","A","2013",11453,
"JPN","IMMIGINFLOW","OTH","NBR","A","2014",12058,
"JPN","IMMIGINFLOW","OTH","NBR","A","2015",14347,
"JPN","IMMIGINFLOW","OTH","NBR","A","2016",16446,
"JPN","IMMIGINFLOW","OTH","NBR","A","2017",17470,
"JPN","IMMIGINFLOW","OTH","NBR","A","2018",18413,
"JPN","IMMIGINFLOW","OTH","NBR","A","2019",18862,
"JPN","IMMIGINFLOW","WORK","NBR","A","1995",0,
"JPN","IMMIGINFLOW","WORK","NBR","A","1996",0,
"JPN","IMMIGINFLOW","WORK","NBR","A","1997",0,
"JPN","IMMIGINFLOW","WORK","NBR","A","1998",19476,
"JPN","IMMIGINFLOW","WORK","NBR","A","1999",17518,
"JPN","IMMIGINFLOW","WORK","NBR","A","2000",17516,
"JPN","IMMIGINFLOW","WORK","NBR","A","2001",16633,
"JPN","IMMIGINFLOW","WORK","NBR","A","2002",14477,
"JPN","IMMIGINFLOW","WORK","NBR","A","2003",15497,
"JPN","IMMIGINFLOW","WORK","NBR","A","2004",18297,
"JPN","IMMIGINFLOW","WORK","NBR","A","2005",20625,
"JPN","IMMIGINFLOW","WORK","NBR","A","2006",28617,
"JPN","IMMIGINFLOW","WORK","NBR","A","2007",34880,
"JPN","IMMIGINFLOW","WORK","NBR","A","2008",33660,
"JPN","IMMIGINFLOW","WORK","NBR","A","2009",23355,
"JPN","IMMIGINFLOW","WORK","NBR","A","2010",19280,
"JPN","IMMIGINFLOW","WORK","NBR","A","2011",22438,
"JPN","IMMIGINFLOW","WORK","NBR","A","2012",26908,
"JPN","IMMIGINFLOW","WORK","NBR","A","2013",25050,
"JPN","IMMIGINFLOW","WORK","NBR","A","2014",29261,
"JPN","IMMIGINFLOW","WORK","NBR","A","2015",41256,
"JPN","IMMIGINFLOW","WORK","NBR","A","2016",49099,
"JPN","IMMIGINFLOW","WORK","NBR","A","2017",53136,
"JPN","IMMIGINFLOW","WORK","NBR","A","2018",65996,
"JPN","IMMIGINFLOW","WORK","NBR","A","2019",82761,
"KOR","IMMIGINFLOW","FAM","NBR","A","2000",799,
"KOR","IMMIGINFLOW","FAM","NBR","A","2001",886,
"KOR","IMMIGINFLOW","FAM","NBR","A","2002",5252,
"KOR","IMMIGINFLOW","FAM","NBR","A","2003",12002,
"KOR","IMMIGINFLOW","FAM","NBR","A","2004",20950,
"KOR","IMMIGINFLOW","FAM","NBR","A","2005",23746,
"KOR","IMMIGINFLOW","FAM","NBR","A","2006",24077,
"KOR","IMMIGINFLOW","FAM","NBR","A","2007",23749,
"KOR","IMMIGINFLOW","FAM","NBR","A","2008",23505,
"KOR","IMMIGINFLOW","FAM","NBR","A","2009",20441,
"KOR","IMMIGINFLOW","FAM","NBR","A","2010",21601,
"KOR","IMMIGINFLOW","FAM","NBR","A","2011",21078,
"KOR","IMMIGINFLOW","FAM","NBR","A","2012",19369,
"KOR","IMMIGINFLOW","FAM","NBR","A","2013",18629,
"KOR","IMMIGINFLOW","FAM","NBR","A","2014",13720,
"KOR","IMMIGINFLOW","FAM","NBR","A","2015",13215,
"KOR","IMMIGINFLOW","FAM","NBR","A","2016",13918,
"KOR","IMMIGINFLOW","FAM","NBR","A","2017",13184,
"KOR","IMMIGINFLOW","FAM","NBR","A","2018",14062,
"KOR","IMMIGINFLOW","FAM","NBR","A","2019",14821,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2017",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2018",0,
"KOR","IMMIGINFLOW","FAMWORKR","NBR","A","2019",0,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2000",0,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2001",1,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2002",1,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2003",12,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2004",18,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2005",9,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2006",11,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2007",13,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2008",32,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2009",74,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2010",47,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2011",38,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2012",60,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2013",36,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2014",633,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2015",234,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2016",320,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2017",409,
"KOR","IMMIGINFLOW","HUMNTRN","NBR","A","2018",632,
"KOR","IMMIGINFLOW","OTH","NBR","A","2000",1258,
"KOR","IMMIGINFLOW","OTH","NBR","A","2001",1584,
"KOR","IMMIGINFLOW","OTH","NBR","A","2002",2139,
"KOR","IMMIGINFLOW","OTH","NBR","A","2003",2190,
"KOR","IMMIGINFLOW","OTH","NBR","A","2004",2244,
"KOR","IMMIGINFLOW","OTH","NBR","A","2005",2620,
"KOR","IMMIGINFLOW","OTH","NBR","A","2006",2655,
"KOR","IMMIGINFLOW","OTH","NBR","A","2007",3196,
"KOR","IMMIGINFLOW","OTH","NBR","A","2008",4198,
"KOR","IMMIGINFLOW","OTH","NBR","A","2009",4942,
"KOR","IMMIGINFLOW","OTH","NBR","A","2010",15529,
"KOR","IMMIGINFLOW","OTH","NBR","A","2011",20999,
"KOR","IMMIGINFLOW","OTH","NBR","A","2012",19480,
"KOR","IMMIGINFLOW","OTH","NBR","A","2013",28587,
"KOR","IMMIGINFLOW","OTH","NBR","A","2014",40802,
"KOR","IMMIGINFLOW","OTH","NBR","A","2015",45617,
"KOR","IMMIGINFLOW","OTH","NBR","A","2016",51500,
"KOR","IMMIGINFLOW","OTH","NBR","A","2017",51953,
"KOR","IMMIGINFLOW","OTH","NBR","A","2018",54882,
"KOR","IMMIGINFLOW","OTH","NBR","A","2019",52754,
"KOR","IMMIGINFLOW","WORK","NBR","A","2000",1891,
"KOR","IMMIGINFLOW","WORK","NBR","A","2001",1617,
"KOR","IMMIGINFLOW","WORK","NBR","A","2002",1214,
"KOR","IMMIGINFLOW","WORK","NBR","A","2003",1036,
"KOR","IMMIGINFLOW","WORK","NBR","A","2004",1145,
"KOR","IMMIGINFLOW","WORK","NBR","A","2005",1474,
"KOR","IMMIGINFLOW","WORK","NBR","A","2006",895,
"KOR","IMMIGINFLOW","WORK","NBR","A","2007",1001,
"KOR","IMMIGINFLOW","WORK","NBR","A","2008",1020,
"KOR","IMMIGINFLOW","WORK","NBR","A","2009",813,
"KOR","IMMIGINFLOW","WORK","NBR","A","2010",873,
"KOR","IMMIGINFLOW","WORK","NBR","A","2011",840,
"KOR","IMMIGINFLOW","WORK","NBR","A","2012",793,
"KOR","IMMIGINFLOW","WORK","NBR","A","2013",921,
"KOR","IMMIGINFLOW","WORK","NBR","A","2014",593,
"KOR","IMMIGINFLOW","WORK","NBR","A","2015",565,
"KOR","IMMIGINFLOW","WORK","NBR","A","2016",717,
"KOR","IMMIGINFLOW","WORK","NBR","A","2017",501,
"KOR","IMMIGINFLOW","WORK","NBR","A","2018",603,
"KOR","IMMIGINFLOW","WORK","NBR","A","2019",587,
"NLD","IMMIGINFLOW","FAM","NBR","A","1995",22996.226,
"NLD","IMMIGINFLOW","FAM","NBR","A","1996",29804.662,
"NLD","IMMIGINFLOW","FAM","NBR","A","1997",29573.193,
"NLD","IMMIGINFLOW","FAM","NBR","A","1998",31967.299,
"NLD","IMMIGINFLOW","FAM","NBR","A","1999",25427.159,
"NLD","IMMIGINFLOW","FAM","NBR","A","2000",27275.592,
"NLD","IMMIGINFLOW","FAM","NBR","A","2001",29398.538,
"NLD","IMMIGINFLOW","FAM","NBR","A","2002",29988.641,
"NLD","IMMIGINFLOW","FAM","NBR","A","2003",29213.061,
"NLD","IMMIGINFLOW","FAM","NBR","A","2004",23582.738,
"NLD","IMMIGINFLOW","FAM","NBR","A","2005",19136.699,
"NLD","IMMIGINFLOW","FAM","NBR","A","2006",20783,
"NLD","IMMIGINFLOW","FAM","NBR","A","2007",19469,
"NLD","IMMIGINFLOW","FAM","NBR","A","2008",20785.5,
"NLD","IMMIGINFLOW","FAM","NBR","A","2009",19763,
"NLD","IMMIGINFLOW","FAM","NBR","A","2010",20787,
"NLD","IMMIGINFLOW","FAM","NBR","A","2011",22400,
"NLD","IMMIGINFLOW","FAM","NBR","A","2012",19520.2,
"NLD","IMMIGINFLOW","FAM","NBR","A","2013",21145.8,
"NLD","IMMIGINFLOW","FAM","NBR","A","2014",20420.4,
"NLD","IMMIGINFLOW","FAM","NBR","A","2015",20987,
"NLD","IMMIGINFLOW","FAM","NBR","A","2016",24804,
"NLD","IMMIGINFLOW","FAM","NBR","A","2017",28958,
"NLD","IMMIGINFLOW","FAM","NBR","A","2018",31240,
"NLD","IMMIGINFLOW","FAM","NBR","A","2019",34272,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","1995",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","1996",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","1997",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","1998",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","1999",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2000",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2001",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2002",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2003",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2004",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2005",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2006",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2007",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2008",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2009",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2010",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2011",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2012",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2013",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2014",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2015",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2016",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2017",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2018",0,
"NLD","IMMIGINFLOW","FAMWORKR","NBR","A","2019",0,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","1995",14555.668,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","1996",16805.576,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","1997",16505.436,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","1998",17991.246,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","1999",19444.98,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2000",25572.657,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2001",25466.119,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2002",23834.821,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2003",21924,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2004",29739,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2005",31021,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2006",35947,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2007",42232,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2008",56132,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2009",42808,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2010",47019,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2011",51123,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2012",51766,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2013",52766,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2014",59087,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2015",60764,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2016",64697,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2017",73479,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2018",80338,
"NLD","IMMIGINFLOW","FREEMOVS","NBR","A","2019",90520,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","1995",0,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","1996",0,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","1997",16990,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","1998",15100,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","1999",9490,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2000",9730,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2001",10580,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2002",8820,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2003",9760,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2004",10170,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2005",17880,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2006",14440,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2007",12340,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2008",5675,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2009",8245,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2010",8005,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2011",6830,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2012",5505,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2013",5970,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2014",12550,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2015",16450,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2016",20810,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2017",7810,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2018",3620,
"NLD","IMMIGINFLOW","HUMNTRN","NBR","A","2019",4845,
"NLD","IMMIGINFLOW","OTH","NBR","A","1995",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","1996",0,
"NLD","IMMIGINFLOW","OTH","NBR","A","1997",0,
